[2024-09-23 05:33:35] info: 	z2m: Logging to console, file (filename: log.log)
[2024-09-23 05:33:42] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/sensor/1221051039810110150109113116116_0x00124b0024bc4724/version/config', payload '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"availability_mode":"all","device":{"hw_version":"zStack3x0 20221226","identifiers":["zigbee2mqtt_bridge_0x00124b0024bc4724"],"manufacturer":"Zigbee2MQTT","model":"Bridge","name":"Zigbee2MQTT Bridge","sw_version":"1.40.1"},"entity_category":"diagnostic","icon":"mdi:zigbee","name":"Version","object_id":"zigbee2mqtt_bridge_version","origin":{"name":"Zigbee2MQTT","sw":"1.40.1","url":"https://www.zigbee2mqtt.io"},"state_topic":"zigbee2mqtt/bridge/info","unique_id":"bridge_0x00124b0024bc4724_version_zigbee2mqtt","value_template":"{{ value_json.version }}"}'
[2024-09-23 05:33:42] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/sensor/1221051039810110150109113116116_0x00124b0024bc4724/coordinator_version/config', payload '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"availability_mode":"all","device":{"hw_version":"zStack3x0 20221226","identifiers":["zigbee2mqtt_bridge_0x00124b0024bc4724"],"manufacturer":"Zigbee2MQTT","model":"Bridge","name":"Zigbee2MQTT Bridge","sw_version":"1.40.1"},"enabled_by_default":false,"entity_category":"diagnostic","icon":"mdi:chip","name":"Coordinator version","object_id":"zigbee2mqtt_bridge_coordinator_version","origin":{"name":"Zigbee2MQTT","sw":"1.40.1","url":"https://www.zigbee2mqtt.io"},"state_topic":"zigbee2mqtt/bridge/info","unique_id":"bridge_0x00124b0024bc4724_coordinator_version_zigbee2mqtt","value_template":"{{ value_json.coordinator.meta.revision }}"}'
[2024-09-23 05:33:42] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/sensor/1221051039810110150109113116116_0x00124b0024bc4724/network_map/config', payload '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"availability_mode":"all","device":{"hw_version":"zStack3x0 20221226","identifiers":["zigbee2mqtt_bridge_0x00124b0024bc4724"],"manufacturer":"Zigbee2MQTT","model":"Bridge","name":"Zigbee2MQTT Bridge","sw_version":"1.40.1"},"enabled_by_default":false,"entity_category":"diagnostic","json_attributes_template":"{{ value_json.data.value | tojson }}","json_attributes_topic":"zigbee2mqtt/bridge/response/networkmap","name":"Network map","object_id":"zigbee2mqtt_bridge_network_map","origin":{"name":"Zigbee2MQTT","sw":"1.40.1","url":"https://www.zigbee2mqtt.io"},"state_topic":"zigbee2mqtt/bridge/response/networkmap","unique_id":"bridge_0x00124b0024bc4724_network_map_zigbee2mqtt","value_template":"{{ now().strftime('%Y-%m-%d %H:%M:%S') }}"}'
[2024-09-23 05:33:42] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/sensor/1221051039810110150109113116116_0x00124b0024bc4724/permit_join_timeout/config', payload '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"availability_mode":"all","device":{"hw_version":"zStack3x0 20221226","identifiers":["zigbee2mqtt_bridge_0x00124b0024bc4724"],"manufacturer":"Zigbee2MQTT","model":"Bridge","name":"Zigbee2MQTT Bridge","sw_version":"1.40.1"},"device_class":"duration","entity_category":"diagnostic","name":"Permit join timeout","object_id":"zigbee2mqtt_bridge_permit_join_timeout","origin":{"name":"Zigbee2MQTT","sw":"1.40.1","url":"https://www.zigbee2mqtt.io"},"state_topic":"zigbee2mqtt/bridge/info","unique_id":"bridge_0x00124b0024bc4724_permit_join_timeout_zigbee2mqtt","unit_of_measurement":"s","value_template":"{{ iif(value_json.permit_join_timeout is defined, value_json.permit_join_timeout, None) }}"}'
[2024-09-23 05:33:42] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/switch/1221051039810110150109113116116_0x00124b0024bc4724/permit_join/config', payload '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"availability_mode":"all","command_topic":"zigbee2mqtt/bridge/request/permit_join","device":{"hw_version":"zStack3x0 20221226","identifiers":["zigbee2mqtt_bridge_0x00124b0024bc4724"],"manufacturer":"Zigbee2MQTT","model":"Bridge","name":"Zigbee2MQTT Bridge","sw_version":"1.40.1"},"icon":"mdi:human-greeting-proximity","name":"Permit join","object_id":"zigbee2mqtt_bridge_permit_join","origin":{"name":"Zigbee2MQTT","sw":"1.40.1","url":"https://www.zigbee2mqtt.io"},"payload_off":"false","payload_on":"true","state_topic":"zigbee2mqtt/bridge/info","unique_id":"bridge_0x00124b0024bc4724_permit_join_zigbee2mqtt","value_template":"{{ value_json.permit_join | lower }}"}'
[2024-09-23 05:36:31] info: 	z2m: Zigbee: allowing new devices to join.
[2024-09-23 05:36:32] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/response/permit_join', payload '{"data":{"time":254,"value":true},"status":"ok","transaction":"lkosm-1"}'
[2024-09-23 05:37:32] info: 	zh:controller: Interview for '0x00124b00234304db' started
[2024-09-23 05:37:32] info: 	z2m: Device '0x00124b00234304db' joined
[2024-09-23 05:37:32] info: 	z2m: Starting interview of '0x00124b00234304db'
[2024-09-23 05:37:32] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/event', payload '{"data":{"friendly_name":"0x00124b00234304db","ieee_address":"0x00124b00234304db"},"type":"device_joined"}'
[2024-09-23 05:37:32] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/event', payload '{"data":{"friendly_name":"0x00124b00234304db","ieee_address":"0x00124b00234304db","status":"started"},"type":"device_interview"}'
[2024-09-23 05:37:32] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/event', payload '{"data":{"friendly_name":"0x00124b00234304db","ieee_address":"0x00124b00234304db"},"type":"device_announce"}'
[2024-09-23 05:37:44] info: 	zh:controller: Succesfully interviewed '0x00124b00234304db'
[2024-09-23 05:37:44] info: 	z2m: Successfully interviewed '0x00124b00234304db', device has successfully been paired
[2024-09-23 05:37:44] info: 	z2m: Device '0x00124b00234304db' is supported, identified as: SONOFF Contact sensor (SNZB-04)
[2024-09-23 05:37:44] info: 	z2m: Configuring '0x00124b00234304db'
[2024-09-23 05:37:44] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/binary_sensor/0x00124b00234304db/contact/config', payload '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"device":{"identifiers":["zigbee2mqtt_0x00124b00234304db"],"manufacturer":"SONOFF","model":"Contact sensor (SNZB-04)","name":"0x00124b00234304db","via_device":"zigbee2mqtt_bridge_0x00124b0024bc4724"},"device_class":"door","object_id":"0x00124b00234304db_contact","origin":{"name":"Zigbee2MQTT","sw":"1.40.1","url":"https://www.zigbee2mqtt.io"},"payload_off":true,"payload_on":false,"state_topic":"zigbee2mqtt/0x00124b00234304db","unique_id":"0x00124b00234304db_contact_zigbee2mqtt","value_template":"{{ value_json.contact }}"}'
[2024-09-23 05:37:44] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/event', payload '{"data":{"definition":{"description":"Contact sensor","exposes":[{"access":1,"description":"Indicates if the contact is closed (= true) or open (= false)","label":"Contact","name":"contact","property":"contact","type":"binary","value_off":true,"value_on":false},{"access":1,"category":"diagnostic","description":"Indicates if the battery of this device is almost empty","label":"Battery low","name":"battery_low","property":"battery_low","type":"binary","value_off":false,"value_on":true},{"access":1,"category":"diagnostic","description":"Remaining battery in %, can take up to 24 hours before reported","label":"Battery","name":"battery","property":"battery","type":"numeric","unit":"%","value_max":100,"value_min":0},{"access":1,"category":"diagnostic","description":"Voltage of the battery in millivolts","label":"Voltage","name":"voltage","property":"voltage","type":"numeric","unit":"mV"},{"access":1,"category":"diagnostic","description":"Link quality (signal strength)","label":"Linkquality","name":"linkquality","property":"linkquality","type":"numeric","unit":"lqi","value_max":255,"value_min":0}],"model":"SNZB-04","options":[],"supports_ota":false,"vendor":"SONOFF"},"friendly_name":"0x00124b00234304db","ieee_address":"0x00124b00234304db","status":"successful","supported":true},"type":"device_interview"}'
[2024-09-23 05:37:44] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/binary_sensor/0x00124b00234304db/battery_low/config', payload '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"device":{"identifiers":["zigbee2mqtt_0x00124b00234304db"],"manufacturer":"SONOFF","model":"Contact sensor (SNZB-04)","name":"0x00124b00234304db","via_device":"zigbee2mqtt_bridge_0x00124b0024bc4724"},"device_class":"battery","entity_category":"diagnostic","object_id":"0x00124b00234304db_battery_low","origin":{"name":"Zigbee2MQTT","sw":"1.40.1","url":"https://www.zigbee2mqtt.io"},"payload_off":false,"payload_on":true,"state_topic":"zigbee2mqtt/0x00124b00234304db","unique_id":"0x00124b00234304db_battery_low_zigbee2mqtt","value_template":"{{ value_json.battery_low }}"}'
[2024-09-23 05:37:44] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/sensor/0x00124b00234304db/battery/config', payload '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"device":{"identifiers":["zigbee2mqtt_0x00124b00234304db"],"manufacturer":"SONOFF","model":"Contact sensor (SNZB-04)","name":"0x00124b00234304db","via_device":"zigbee2mqtt_bridge_0x00124b0024bc4724"},"device_class":"battery","enabled_by_default":true,"entity_category":"diagnostic","object_id":"0x00124b00234304db_battery","origin":{"name":"Zigbee2MQTT","sw":"1.40.1","url":"https://www.zigbee2mqtt.io"},"state_class":"measurement","state_topic":"zigbee2mqtt/0x00124b00234304db","unique_id":"0x00124b00234304db_battery_zigbee2mqtt","unit_of_measurement":"%","value_template":"{{ value_json.battery }}"}'
[2024-09-23 05:37:44] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/sensor/0x00124b00234304db/voltage/config', payload '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"device":{"identifiers":["zigbee2mqtt_0x00124b00234304db"],"manufacturer":"SONOFF","model":"Contact sensor (SNZB-04)","name":"0x00124b00234304db","via_device":"zigbee2mqtt_bridge_0x00124b0024bc4724"},"device_class":"voltage","enabled_by_default":false,"entity_category":"diagnostic","object_id":"0x00124b00234304db_voltage","origin":{"name":"Zigbee2MQTT","sw":"1.40.1","url":"https://www.zigbee2mqtt.io"},"state_class":"measurement","state_topic":"zigbee2mqtt/0x00124b00234304db","unique_id":"0x00124b00234304db_voltage_zigbee2mqtt","unit_of_measurement":"mV","value_template":"{{ value_json.voltage }}"}'
[2024-09-23 05:37:44] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/sensor/0x00124b00234304db/linkquality/config', payload '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"device":{"identifiers":["zigbee2mqtt_0x00124b00234304db"],"manufacturer":"SONOFF","model":"Contact sensor (SNZB-04)","name":"0x00124b00234304db","via_device":"zigbee2mqtt_bridge_0x00124b0024bc4724"},"enabled_by_default":false,"entity_category":"diagnostic","icon":"mdi:signal","name":"Linkquality","object_id":"0x00124b00234304db_linkquality","origin":{"name":"Zigbee2MQTT","sw":"1.40.1","url":"https://www.zigbee2mqtt.io"},"state_class":"measurement","state_topic":"zigbee2mqtt/0x00124b00234304db","unique_id":"0x00124b00234304db_linkquality_zigbee2mqtt","unit_of_measurement":"lqi","value_template":"{{ value_json.linkquality }}"}'
[2024-09-23 05:37:45] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/0x00124b00234304db', payload '{"battery":null,"battery_low":null,"contact":null,"linkquality":160,"voltage":2900}'
[2024-09-23 05:37:46] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/0x00124b00234304db', payload '{"battery":75.5,"battery_low":null,"contact":null,"linkquality":167,"voltage":2900}'
[2024-09-23 05:37:46] info: 	z2m: Successfully configured '0x00124b00234304db'
[2024-09-23 05:37:59] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/0x00124b00234304db', payload ''
[2024-09-23 05:37:59] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/binary_sensor/0x00124b00234304db/contact/config', payload 'null'
[2024-09-23 05:37:59] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bedroom', payload '{"battery":75.5,"battery_low":null,"contact":null,"linkquality":167,"voltage":2900}'
[2024-09-23 05:37:59] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/response/device/rename', payload '{"data":{"from":"0x00124b00234304db","homeassistant_rename":true,"to":"bedroom"},"status":"ok","transaction":"lkosm-2"}'
[2024-09-23 05:37:59] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/binary_sensor/0x00124b00234304db/battery_low/config', payload 'null'
[2024-09-23 05:37:59] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/sensor/0x00124b00234304db/battery/config', payload 'null'
[2024-09-23 05:37:59] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/sensor/0x00124b00234304db/voltage/config', payload 'null'
[2024-09-23 05:37:59] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/sensor/0x00124b00234304db/linkquality/config', payload 'null'
[2024-09-23 05:38:01] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/binary_sensor/0x00124b00234304db/contact/config', payload '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"device":{"identifiers":["zigbee2mqtt_0x00124b00234304db"],"manufacturer":"SONOFF","model":"Contact sensor (SNZB-04)","name":"bedroom","via_device":"zigbee2mqtt_bridge_0x00124b0024bc4724"},"device_class":"door","object_id":"bedroom_contact","origin":{"name":"Zigbee2MQTT","sw":"1.40.1","url":"https://www.zigbee2mqtt.io"},"payload_off":true,"payload_on":false,"state_topic":"zigbee2mqtt/bedroom","unique_id":"0x00124b00234304db_contact_zigbee2mqtt","value_template":"{{ value_json.contact }}"}'
[2024-09-23 05:38:01] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/binary_sensor/0x00124b00234304db/battery_low/config', payload '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"device":{"identifiers":["zigbee2mqtt_0x00124b00234304db"],"manufacturer":"SONOFF","model":"Contact sensor (SNZB-04)","name":"bedroom","via_device":"zigbee2mqtt_bridge_0x00124b0024bc4724"},"device_class":"battery","entity_category":"diagnostic","object_id":"bedroom_battery_low","origin":{"name":"Zigbee2MQTT","sw":"1.40.1","url":"https://www.zigbee2mqtt.io"},"payload_off":false,"payload_on":true,"state_topic":"zigbee2mqtt/bedroom","unique_id":"0x00124b00234304db_battery_low_zigbee2mqtt","value_template":"{{ value_json.battery_low }}"}'
[2024-09-23 05:38:01] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/sensor/0x00124b00234304db/battery/config', payload '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"device":{"identifiers":["zigbee2mqtt_0x00124b00234304db"],"manufacturer":"SONOFF","model":"Contact sensor (SNZB-04)","name":"bedroom","via_device":"zigbee2mqtt_bridge_0x00124b0024bc4724"},"device_class":"battery","enabled_by_default":true,"entity_category":"diagnostic","object_id":"bedroom_battery","origin":{"name":"Zigbee2MQTT","sw":"1.40.1","url":"https://www.zigbee2mqtt.io"},"state_class":"measurement","state_topic":"zigbee2mqtt/bedroom","unique_id":"0x00124b00234304db_battery_zigbee2mqtt","unit_of_measurement":"%","value_template":"{{ value_json.battery }}"}'
[2024-09-23 05:38:01] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/sensor/0x00124b00234304db/voltage/config', payload '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"device":{"identifiers":["zigbee2mqtt_0x00124b00234304db"],"manufacturer":"SONOFF","model":"Contact sensor (SNZB-04)","name":"bedroom","via_device":"zigbee2mqtt_bridge_0x00124b0024bc4724"},"device_class":"voltage","enabled_by_default":false,"entity_category":"diagnostic","object_id":"bedroom_voltage","origin":{"name":"Zigbee2MQTT","sw":"1.40.1","url":"https://www.zigbee2mqtt.io"},"state_class":"measurement","state_topic":"zigbee2mqtt/bedroom","unique_id":"0x00124b00234304db_voltage_zigbee2mqtt","unit_of_measurement":"mV","value_template":"{{ value_json.voltage }}"}'
[2024-09-23 05:38:01] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/sensor/0x00124b00234304db/linkquality/config', payload '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"device":{"identifiers":["zigbee2mqtt_0x00124b00234304db"],"manufacturer":"SONOFF","model":"Contact sensor (SNZB-04)","name":"bedroom","via_device":"zigbee2mqtt_bridge_0x00124b0024bc4724"},"enabled_by_default":false,"entity_category":"diagnostic","icon":"mdi:signal","name":"Linkquality","object_id":"bedroom_linkquality","origin":{"name":"Zigbee2MQTT","sw":"1.40.1","url":"https://www.zigbee2mqtt.io"},"state_class":"measurement","state_topic":"zigbee2mqtt/bedroom","unique_id":"0x00124b00234304db_linkquality_zigbee2mqtt","unit_of_measurement":"lqi","value_template":"{{ value_json.linkquality }}"}'
[2024-09-23 05:38:27] info: 	z2m: Changed config for device bedroom
[2024-09-23 05:38:27] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/response/device/options', payload '{"data":{"from":{"legacy":false},"id":"bedroom","restart_required":false,"to":{"description":"bedroom door zigbee sensor","legacy":false}},"status":"ok","transaction":"lkosm-3"}'
[2024-09-23 05:39:49] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bedroom', payload '{"battery":75.5,"battery_low":null,"contact":null,"linkquality":156,"voltage":2900}'
[2024-09-23 05:39:49] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bedroom', payload '{"battery":76.5,"battery_low":null,"contact":null,"linkquality":156,"voltage":2900}'
[2024-09-23 05:42:35] info: 	z2m: Starting network scan (includeRoutes 'false')
[2024-09-23 05:42:36] info: 	z2m: Network scan finished
[2024-09-23 05:42:36] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/response/networkmap', payload '{"data":{"routes":false,"type":"raw","value":{"links":[{"depth":1,"linkquality":158,"lqi":158,"relationship":1,"routes":[],"source":{"ieeeAddr":"0x00124b00234304db","networkAddress":1662},"sourceIeeeAddr":"0x00124b00234304db","sourceNwkAddr":1662,"target":{"ieeeAddr":"0x00124b0024bc4724","networkAddress":0},"targetIeeeAddr":"0x00124b0024bc4724"},{"depth":1,"linkquality":170,"lqi":170,"relationship":1,"routes":[],"source":{"ieeeAddr":"0x00124b001f942617","networkAddress":46842},"sourceIeeeAddr":"0x00124b001f942617","sourceNwkAddr":46842,"target":{"ieeeAddr":"0x00124b0024bc4724","networkAddress":0},"targetIeeeAddr":"0x00124b0024bc4724"},{"depth":1,"linkquality":170,"lqi":170,"relationship":1,"routes":[],"source":{"ieeeAddr":"0x00124b0023204341","networkAddress":16405},"sourceIeeeAddr":"0x00124b0023204341","sourceNwkAddr":16405,"target":{"ieeeAddr":"0x00124b0024bc4724","networkAddress":0},"targetIeeeAddr":"0x00124b0024bc4724"},{"depth":1,"linkquality":170,"lqi":170,"relationship":1,"routes":[],"source":{"ieeeAddr":"0x00124b00231e8d40","networkAddress":11078},"sourceIeeeAddr":"0x00124b00231e8d40","sourceNwkAddr":11078,"target":{"ieeeAddr":"0x00124b0024bc4724","networkAddress":0},"targetIeeeAddr":"0x00124b0024bc4724"}],"nodes":[{"definition":null,"failed":[],"friendlyName":"Coordinator","ieeeAddr":"0x00124b0024bc4724","networkAddress":0,"type":"Coordinator"},{"definition":{"description":"Contact sensor","model":"SNZB-04","supports":"contact, battery_low, battery, voltage, linkquality","vendor":"SONOFF"},"friendlyName":"bedroom","ieeeAddr":"0x00124b00234304db","lastSeen":1727059189074,"manufacturerName":"eWeLink","modelID":"DS01","networkAddress":1662,"type":"EndDevice"}]}},"status":"ok","transaction":"lkosm-4"}'
[2024-09-23 05:46:15] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bedroom', payload '{"battery":76.5,"battery_low":null,"contact":null,"linkquality":156,"voltage":2900}'
